InstanceId,PredictedClassProbability,ActualClassLabel,Size
0,0.0740200752120257,NO,15
1,0.0,NO,8
2,0.0,NO,7
3,0.0,NO,320
4,0.3305833333333333,NO,1123
5,0.0,NO,5
6,0.01,NO,16
7,0.0,NO,16
8,0.0,NO,40
9,0.01,NO,16
10,0.04,NO,169
11,0.05,NO,168
12,0.03,NO,261
13,0.05,NO,275
14,0.0,NO,97
15,0.0,NO,12
16,0.0,NO,53
17,0.0,NO,35
18,0.0,NO,13
19,0.0,NO,9
20,0.05,NO,50
21,0.0,NO,6
22,0.0,NO,5
23,0.1681666666666667,NO,552
24,0.0,NO,274
25,0.05,NO,136
26,0.0,NO,4
27,0.0,NO,4
28,0.0,NO,5
29,0.0,NO,5
30,0.0,NO,346
31,0.0,NO,647
32,0.0,NO,68
33,0.0,NO,363
34,0.02,NO,126
35,0.0,NO,7
36,0.0,NO,7
37,0.0,NO,30
38,0.03,NO,94
39,0.1308302530802531,NO,154
40,0.0,NO,75
41,0.0,NO,40
42,0.01,NO,84
43,0.0,NO,375
44,0.01,NO,207
45,0.0,NO,49
46,0.0,NO,36
47,0.02,NO,144
48,0.04,NO,188
49,0.03,NO,152
50,0.0,NO,58
51,0.0,NO,98
52,0.0,NO,363
53,0.0,NO,44
54,0.0,NO,359
55,0.0,NO,82
56,0.0,NO,10
57,0.0,NO,402
58,0.14,NO,101
59,0.0,NO,76
60,0.0,NO,10
61,0.0,NO,12
62,0.0,NO,12
63,0.0,NO,160
64,0.04,NO,65
65,0.0,NO,30
66,0.0,NO,18
67,0.0,NO,7
68,0.0,NO,4
69,0.0,NO,27
70,0.0,NO,52
71,0.01,NO,70
72,0.1,NO,81
73,0.0,NO,119
74,0.01,NO,47
75,0.0,NO,9
76,0.01,NO,345
77,0.31,NO,82
78,0.0,NO,5
79,0.0,NO,45
80,0.0,NO,54
81,0.05,NO,51
82,0.01,NO,79
83,0.0,NO,26
84,0.0,NO,27
85,0.0,NO,110
86,0.03,NO,274
87,0.0,NO,111
88,0.01,NO,95
89,0.0,NO,10
90,0.38,NO,386
91,0.23,NO,182
92,0.0,NO,30
93,0.0,NO,68
94,0.0,NO,324
95,0.0,NO,7
96,0.25,NO,101
97,0.01,NO,80
98,0.01,NO,47
99,0.0,NO,63
100,0.0,NO,40
101,0.5824999999999999,NO,48
102,0.0,NO,34
103,0.2775,NO,112
104,0.0,NO,68
105,0.0,NO,27
106,0.0,NO,165
107,0.0,NO,28
108,0.0,NO,19
109,0.0,NO,161
110,0.0,NO,20
111,0.0,NO,194
112,0.0,NO,38
113,0.0,NO,212
114,0.0,NO,45
115,0.0,NO,107
116,0.0,NO,11
117,0.0,NO,22
118,0.0,NO,126
119,0.0,NO,191
120,0.0,NO,198
121,0.0,NO,65
122,0.01,NO,268
123,0.0,NO,44
124,0.01,NO,139
125,0.0,NO,29
126,0.0,NO,66
127,0.0,NO,6
128,0.0,NO,30
129,0.0,NO,115
130,0.0,NO,5
131,0.01,NO,23
132,0.0,NO,20
133,0.14,NO,78
134,0.0,NO,54
135,0.0,NO,27
136,0.0,NO,91
137,0.17,NO,94
138,0.01,NO,75
139,0.0,NO,5
140,0.0,NO,26
141,0.0,NO,30
142,0.0,NO,32
143,0.4,NO,57
144,0.0,NO,31
145,0.13,NO,41
146,0.0,NO,441
147,0.02,NO,19
148,0.03,NO,193
149,0.0,NO,11
150,0.0,NO,12
151,0.0,NO,31
152,0.05,NO,50
153,0.0,NO,33
154,0.1,NO,54
155,0.0,NO,55
156,0.0,NO,48
157,0.0,NO,66
158,0.0,NO,30
159,0.0,NO,50
160,0.0,NO,53
161,0.11452753623188405,NO,89
162,0.0,NO,69
163,0.0,NO,10
164,0.0,NO,7
165,0.0,NO,7
166,0.1326709385385856,NO,62
167,0.0,NO,30
168,0.0,NO,49
169,0.02,NO,107
170,0.0,NO,92
171,0.0,NO,47
172,0.0,NO,49
173,0.04,NO,56
174,0.0,NO,63
175,0.01,NO,86
176,0.01,NO,139
177,0.0,NO,85
178,0.12326086956521738,NO,85
179,0.03,NO,66
180,0.0,NO,56
181,0.0,NO,9
182,0.0,NO,78
183,0.0,NO,11
184,0.0,NO,4
185,0.53,NO,135
186,0.46,NO,120
187,0.03,NO,75
188,0.0740200752120257,NO,15
